EOM_Item_ID,EOM_Item_Key,Portfolio_ID,Installation_ID,Facility_ID,Contract_ID,Reporting_Period,Requirement_ID,Requirement_Scope,Authority_Status,Required_Flag,Nominal_Due_Date,Effective_Due_Date,Nominal_Final_Call_Date,Effective_Final_Call_Date,Due_Date_Adjusted,Initial_Submitted_DateTime,Initial_Submission_On_Time,Acceptable_Evidence_DateTime,Final_Evidence_On_Time,Current_Submission_ID,Received_Flag,Days_Late,Last_Reconciled_DateTime,Exception_Flag,Correction_Due,Waived_Flag,Waiver_Reason,Final_Status,Status_Code,Action_Owner,Action_Required
2026-08|RAMSTEIN_AB|RHEINLAND_INN|REQ-001,RAMSTEIN_AB|RAMSTEIN_AB|RHEINLAND_INN|2026-08|1119,PORTFOLIO 4,RAMSTEIN_AB,RAMSTEIN_AB|RHEINLAND_INN,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|RAMSTEIN_AB|RHEINLAND_INN|REQ-003,RAMSTEIN_AB|RAMSTEIN_AB|RHEINLAND_INN|2026-08|SF1080,PORTFOLIO 4,RAMSTEIN_AB,RAMSTEIN_AB|RHEINLAND_INN,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|RAMSTEIN_AB|RHEINLAND_INN|REQ-004,RAMSTEIN_AB|RAMSTEIN_AB|RHEINLAND_INN|2026-08|SAIIT,PORTFOLIO 4,RAMSTEIN_AB,RAMSTEIN_AB|RHEINLAND_INN,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|RAMSTEIN_AB|RHEINLAND_INN|REQ-005,RAMSTEIN_AB|RAMSTEIN_AB|RHEINLAND_INN|2026-08|GPC,PORTFOLIO 4,RAMSTEIN_AB,RAMSTEIN_AB|RHEINLAND_INN,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|RAMSTEIN_AB|SILVER_FLAG|REQ-001,RAMSTEIN_AB|RAMSTEIN_AB|SILVER_FLAG|2026-08|1119,PORTFOLIO 4,RAMSTEIN_AB,RAMSTEIN_AB|SILVER_FLAG,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|RAMSTEIN_AB|SILVER_FLAG|REQ-003,RAMSTEIN_AB|RAMSTEIN_AB|SILVER_FLAG|2026-08|SF1080,PORTFOLIO 4,RAMSTEIN_AB,RAMSTEIN_AB|SILVER_FLAG,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|RAMSTEIN_AB|SILVER_FLAG|REQ-004,RAMSTEIN_AB|RAMSTEIN_AB|SILVER_FLAG|2026-08|SAIIT,PORTFOLIO 4,RAMSTEIN_AB,RAMSTEIN_AB|SILVER_FLAG,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|RAMSTEIN_AB|SILVER_FLAG|REQ-005,RAMSTEIN_AB|RAMSTEIN_AB|SILVER_FLAG|2026-08|GPC,PORTFOLIO 4,RAMSTEIN_AB,RAMSTEIN_AB|SILVER_FLAG,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|ROBINS_AFB|WYNN|REQ-001,ROBINS_AFB|ROBINS_AFB|WYNN|2026-08|1119,PORTFOLIO 4,ROBINS_AFB,ROBINS_AFB|WYNN,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|ROBINS_AFB|WYNN|REQ-003,ROBINS_AFB|ROBINS_AFB|WYNN|2026-08|SF1080,PORTFOLIO 4,ROBINS_AFB,ROBINS_AFB|WYNN,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|ROBINS_AFB|WYNN|REQ-004,ROBINS_AFB|ROBINS_AFB|WYNN|2026-08|SAIIT,PORTFOLIO 4,ROBINS_AFB,ROBINS_AFB|WYNN,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|ROBINS_AFB|WYNN|REQ-005,ROBINS_AFB|ROBINS_AFB|WYNN|2026-08|GPC,PORTFOLIO 4,ROBINS_AFB,ROBINS_AFB|WYNN,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SCHRIEVER_SFB|SATELLITE_DISH|REQ-001,SCHRIEVER_SFB|SCHRIEVER_SFB|SATELLITE_DISH|2026-08|1119,PORTFOLIO 3,SCHRIEVER_SFB,SCHRIEVER_SFB|SATELLITE_DISH,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SCHRIEVER_SFB|SATELLITE_DISH|REQ-003,SCHRIEVER_SFB|SCHRIEVER_SFB|SATELLITE_DISH|2026-08|SF1080,PORTFOLIO 3,SCHRIEVER_SFB,SCHRIEVER_SFB|SATELLITE_DISH,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SCHRIEVER_SFB|SATELLITE_DISH|REQ-004,SCHRIEVER_SFB|SCHRIEVER_SFB|SATELLITE_DISH|2026-08|SAIIT,PORTFOLIO 3,SCHRIEVER_SFB,SCHRIEVER_SFB|SATELLITE_DISH,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SCHRIEVER_SFB|SATELLITE_DISH|REQ-005,SCHRIEVER_SFB|SCHRIEVER_SFB|SATELLITE_DISH|2026-08|GPC,PORTFOLIO 3,SCHRIEVER_SFB,SCHRIEVER_SFB|SATELLITE_DISH,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|MESQUITE|REQ-001,SHEPPARD_AFB|SHEPPARD_AFB|MESQUITE|2026-08|1119,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|MESQUITE,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|MESQUITE|REQ-003,SHEPPARD_AFB|SHEPPARD_AFB|MESQUITE|2026-08|SF1080,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|MESQUITE,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|MESQUITE|REQ-004,SHEPPARD_AFB|SHEPPARD_AFB|MESQUITE|2026-08|SAIIT,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|MESQUITE,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|MESQUITE|REQ-005,SHEPPARD_AFB|SHEPPARD_AFB|MESQUITE|2026-08|GPC,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|MESQUITE,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|SAGEBRUSH|REQ-001,SHEPPARD_AFB|SHEPPARD_AFB|SAGEBRUSH|2026-08|1119,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|SAGEBRUSH,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|SAGEBRUSH|REQ-003,SHEPPARD_AFB|SHEPPARD_AFB|SAGEBRUSH|2026-08|SF1080,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|SAGEBRUSH,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|SAGEBRUSH|REQ-004,SHEPPARD_AFB|SHEPPARD_AFB|SAGEBRUSH|2026-08|SAIIT,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|SAGEBRUSH,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|SAGEBRUSH|REQ-005,SHEPPARD_AFB|SHEPPARD_AFB|SAGEBRUSH|2026-08|GPC,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|SAGEBRUSH,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|TUMBLEWEED|REQ-001,SHEPPARD_AFB|SHEPPARD_AFB|TUMBLEWEED|2026-08|1119,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|TUMBLEWEED,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|TUMBLEWEED|REQ-003,SHEPPARD_AFB|SHEPPARD_AFB|TUMBLEWEED|2026-08|SF1080,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|TUMBLEWEED,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|TUMBLEWEED|REQ-004,SHEPPARD_AFB|SHEPPARD_AFB|TUMBLEWEED|2026-08|SAIIT,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|TUMBLEWEED,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SHEPPARD_AFB|TUMBLEWEED|REQ-005,SHEPPARD_AFB|SHEPPARD_AFB|TUMBLEWEED|2026-08|GPC,PORTFOLIO 2,SHEPPARD_AFB,SHEPPARD_AFB|TUMBLEWEED,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SPANGDAHLEM_AB|FK|REQ-001,SPANGDAHLEM_AB|SPANGDAHLEM_AB|FK|2026-08|1119,PORTFOLIO 4,SPANGDAHLEM_AB,SPANGDAHLEM_AB|FK,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SPANGDAHLEM_AB|FK|REQ-003,SPANGDAHLEM_AB|SPANGDAHLEM_AB|FK|2026-08|SF1080,PORTFOLIO 4,SPANGDAHLEM_AB,SPANGDAHLEM_AB|FK,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SPANGDAHLEM_AB|FK|REQ-004,SPANGDAHLEM_AB|SPANGDAHLEM_AB|FK|2026-08|SAIIT,PORTFOLIO 4,SPANGDAHLEM_AB,SPANGDAHLEM_AB|FK,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SPANGDAHLEM_AB|FK|REQ-005,SPANGDAHLEM_AB|SPANGDAHLEM_AB|FK|2026-08|GPC,PORTFOLIO 4,SPANGDAHLEM_AB,SPANGDAHLEM_AB|FK,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SPANGDAHLEM_AB|MOSEL_INN|REQ-001,SPANGDAHLEM_AB|SPANGDAHLEM_AB|MOSEL_INN|2026-08|1119,PORTFOLIO 4,SPANGDAHLEM_AB,SPANGDAHLEM_AB|MOSEL_INN,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SPANGDAHLEM_AB|MOSEL_INN|REQ-003,SPANGDAHLEM_AB|SPANGDAHLEM_AB|MOSEL_INN|2026-08|SF1080,PORTFOLIO 4,SPANGDAHLEM_AB,SPANGDAHLEM_AB|MOSEL_INN,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SPANGDAHLEM_AB|MOSEL_INN|REQ-004,SPANGDAHLEM_AB|SPANGDAHLEM_AB|MOSEL_INN|2026-08|SAIIT,PORTFOLIO 4,SPANGDAHLEM_AB,SPANGDAHLEM_AB|MOSEL_INN,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|SPANGDAHLEM_AB|MOSEL_INN|REQ-005,SPANGDAHLEM_AB|SPANGDAHLEM_AB|MOSEL_INN|2026-08|GPC,PORTFOLIO 4,SPANGDAHLEM_AB,SPANGDAHLEM_AB|MOSEL_INN,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TINKER_AFB|VANWEY|REQ-001,TINKER_AFB|TINKER_AFB|VANWEY|2026-08|1119,PORTFOLIO 2,TINKER_AFB,TINKER_AFB|VANWEY,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TINKER_AFB|VANWEY|REQ-003,TINKER_AFB|TINKER_AFB|VANWEY|2026-08|SF1080,PORTFOLIO 2,TINKER_AFB,TINKER_AFB|VANWEY,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TINKER_AFB|VANWEY|REQ-004,TINKER_AFB|TINKER_AFB|VANWEY|2026-08|SAIIT,PORTFOLIO 2,TINKER_AFB,TINKER_AFB|VANWEY,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TINKER_AFB|VANWEY|REQ-005,TINKER_AFB|TINKER_AFB|VANWEY|2026-08|GPC,PORTFOLIO 2,TINKER_AFB,TINKER_AFB|VANWEY,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|BERG_LILES|REQ-001,TYNDALL_AFB|TYNDALL_AFB|BERG_LILES|2026-08|1119,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|BERG_LILES,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|BERG_LILES|REQ-003,TYNDALL_AFB|TYNDALL_AFB|BERG_LILES|2026-08|SF1080,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|BERG_LILES,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|BERG_LILES|REQ-004,TYNDALL_AFB|TYNDALL_AFB|BERG_LILES|2026-08|SAIIT,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|BERG_LILES,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|BERG_LILES|REQ-005,TYNDALL_AFB|TYNDALL_AFB|BERG_LILES|2026-08|GPC,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|BERG_LILES,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|RAPTOR_QUICK_TURN|REQ-001,TYNDALL_AFB|TYNDALL_AFB|RAPTOR_QUICK_TURN|2026-08|1119,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|RAPTOR_QUICK_TURN,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|RAPTOR_QUICK_TURN|REQ-003,TYNDALL_AFB|TYNDALL_AFB|RAPTOR_QUICK_TURN|2026-08|SF1080,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|RAPTOR_QUICK_TURN,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|RAPTOR_QUICK_TURN|REQ-004,TYNDALL_AFB|TYNDALL_AFB|RAPTOR_QUICK_TURN|2026-08|SAIIT,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|RAPTOR_QUICK_TURN,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|RAPTOR_QUICK_TURN|REQ-005,TYNDALL_AFB|TYNDALL_AFB|RAPTOR_QUICK_TURN|2026-08|GPC,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|RAPTOR_QUICK_TURN,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|SILVER_FLAG|REQ-001,TYNDALL_AFB|TYNDALL_AFB|SILVER_FLAG|2026-08|1119,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|SILVER_FLAG,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|SILVER_FLAG|REQ-003,TYNDALL_AFB|TYNDALL_AFB|SILVER_FLAG|2026-08|SF1080,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|SILVER_FLAG,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|SILVER_FLAG|REQ-004,TYNDALL_AFB|TYNDALL_AFB|SILVER_FLAG|2026-08|SAIIT,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|SILVER_FLAG,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|TYNDALL_AFB|SILVER_FLAG|REQ-005,TYNDALL_AFB|TYNDALL_AFB|SILVER_FLAG|2026-08|GPC,PORTFOLIO 4,TYNDALL_AFB,TYNDALL_AFB|SILVER_FLAG,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|USAF_ACADEMY|HIGH_COUNTRY_INN|REQ-001,USAF_ACADEMY|USAF_ACADEMY|HIGH_COUNTRY_INN|2026-08|1119,PORTFOLIO 3,USAF_ACADEMY,USAF_ACADEMY|HIGH_COUNTRY_INN,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|USAF_ACADEMY|HIGH_COUNTRY_INN|REQ-003,USAF_ACADEMY|USAF_ACADEMY|HIGH_COUNTRY_INN|2026-08|SF1080,PORTFOLIO 3,USAF_ACADEMY,USAF_ACADEMY|HIGH_COUNTRY_INN,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|USAF_ACADEMY|HIGH_COUNTRY_INN|REQ-004,USAF_ACADEMY|USAF_ACADEMY|HIGH_COUNTRY_INN|2026-08|SAIIT,PORTFOLIO 3,USAF_ACADEMY,USAF_ACADEMY|HIGH_COUNTRY_INN,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|USAF_ACADEMY|HIGH_COUNTRY_INN|REQ-005,USAF_ACADEMY|USAF_ACADEMY|HIGH_COUNTRY_INN|2026-08|GPC,PORTFOLIO 3,USAF_ACADEMY,USAF_ACADEMY|HIGH_COUNTRY_INN,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|VOLKEL_AB|EAGLE_S_PERCH|REQ-001,VOLKEL_AB|VOLKEL_AB|EAGLE_S_PERCH|2026-08|1119,PORTFOLIO 4,VOLKEL_AB,VOLKEL_AB|EAGLE_S_PERCH,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|VOLKEL_AB|EAGLE_S_PERCH|REQ-003,VOLKEL_AB|VOLKEL_AB|EAGLE_S_PERCH|2026-08|SF1080,PORTFOLIO 4,VOLKEL_AB,VOLKEL_AB|EAGLE_S_PERCH,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|VOLKEL_AB|EAGLE_S_PERCH|REQ-004,VOLKEL_AB|VOLKEL_AB|EAGLE_S_PERCH|2026-08|SAIIT,PORTFOLIO 4,VOLKEL_AB,VOLKEL_AB|EAGLE_S_PERCH,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|VOLKEL_AB|EAGLE_S_PERCH|REQ-005,VOLKEL_AB|VOLKEL_AB|EAGLE_S_PERCH|2026-08|GPC,PORTFOLIO 4,VOLKEL_AB,VOLKEL_AB|EAGLE_S_PERCH,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|WHITEMAN_AFB|OZARK_INN|REQ-001,WHITEMAN_AFB|WHITEMAN_AFB|OZARK_INN|2026-08|1119,PORTFOLIO 3,WHITEMAN_AFB,WHITEMAN_AFB|OZARK_INN,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|WHITEMAN_AFB|OZARK_INN|REQ-003,WHITEMAN_AFB|WHITEMAN_AFB|OZARK_INN|2026-08|SF1080,PORTFOLIO 3,WHITEMAN_AFB,WHITEMAN_AFB|OZARK_INN,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|WHITEMAN_AFB|OZARK_INN|REQ-004,WHITEMAN_AFB|WHITEMAN_AFB|OZARK_INN|2026-08|SAIIT,PORTFOLIO 3,WHITEMAN_AFB,WHITEMAN_AFB|OZARK_INN,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|WHITEMAN_AFB|OZARK_INN|REQ-005,WHITEMAN_AFB|WHITEMAN_AFB|OZARK_INN|2026-08|GPC,PORTFOLIO 3,WHITEMAN_AFB,WHITEMAN_AFB|OZARK_INN,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|WHITEMAN_AFB|TOUCH_GO|REQ-001,WHITEMAN_AFB|WHITEMAN_AFB|TOUCH_GO|2026-08|1119,PORTFOLIO 3,WHITEMAN_AFB,WHITEMAN_AFB|TOUCH_GO,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|WHITEMAN_AFB|TOUCH_GO|REQ-003,WHITEMAN_AFB|WHITEMAN_AFB|TOUCH_GO|2026-08|SF1080,PORTFOLIO 3,WHITEMAN_AFB,WHITEMAN_AFB|TOUCH_GO,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|WHITEMAN_AFB|TOUCH_GO|REQ-004,WHITEMAN_AFB|WHITEMAN_AFB|TOUCH_GO|2026-08|SAIIT,PORTFOLIO 3,WHITEMAN_AFB,WHITEMAN_AFB|TOUCH_GO,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
