EOM_Item_ID,EOM_Item_Key,Portfolio_ID,Installation_ID,Facility_ID,Contract_ID,Reporting_Period,Requirement_ID,Requirement_Scope,Authority_Status,Required_Flag,Nominal_Due_Date,Effective_Due_Date,Nominal_Final_Call_Date,Effective_Final_Call_Date,Due_Date_Adjusted,Initial_Submitted_DateTime,Initial_Submission_On_Time,Acceptable_Evidence_DateTime,Final_Evidence_On_Time,Current_Submission_ID,Received_Flag,Days_Late,Last_Reconciled_DateTime,Exception_Flag,Correction_Due,Waived_Flag,Waiver_Reason,Final_Status,Status_Code,Action_Owner,Action_Required
2026-08|BUECHEL_AB|ODIN_INN|REQ-003,BUECHEL_AB|BUECHEL_AB|ODIN_INN|2026-08|SF1080,PORTFOLIO 4,BUECHEL_AB,BUECHEL_AB|ODIN_INN,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|BUECHEL_AB|ODIN_INN|REQ-004,BUECHEL_AB|BUECHEL_AB|ODIN_INN|2026-08|SAIIT,PORTFOLIO 4,BUECHEL_AB,BUECHEL_AB|ODIN_INN,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|BUECHEL_AB|ODIN_INN|REQ-005,BUECHEL_AB|BUECHEL_AB|ODIN_INN|2026-08|GPC,PORTFOLIO 4,BUECHEL_AB,BUECHEL_AB|ODIN_INN,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|CLEAR_SFS|DFAC|REQ-001,CLEAR_SFS|CLEAR_SFS|DFAC|2026-08|1119,PORTFOLIO 1,CLEAR_SFS,CLEAR_SFS|DFAC,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|CLEAR_SFS|DFAC|REQ-003,CLEAR_SFS|CLEAR_SFS|DFAC|2026-08|SF1080,PORTFOLIO 1,CLEAR_SFS,CLEAR_SFS|DFAC,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|CLEAR_SFS|DFAC|REQ-004,CLEAR_SFS|CLEAR_SFS|DFAC|2026-08|SAIIT,PORTFOLIO 1,CLEAR_SFS,CLEAR_SFS|DFAC,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|CLEAR_SFS|DFAC|REQ-005,CLEAR_SFS|CLEAR_SFS|DFAC|2026-08|GPC,PORTFOLIO 1,CLEAR_SFS,CLEAR_SFS|DFAC,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|CREECH_AFB|DFAC|REQ-001,CREECH_AFB|CREECH_AFB|DFAC|2026-08|1119,PORTFOLIO 1,CREECH_AFB,CREECH_AFB|DFAC,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|CREECH_AFB|DFAC|REQ-003,CREECH_AFB|CREECH_AFB|DFAC|2026-08|SF1080,PORTFOLIO 1,CREECH_AFB,CREECH_AFB|DFAC,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|CREECH_AFB|DFAC|REQ-004,CREECH_AFB|CREECH_AFB|DFAC|2026-08|SAIIT,PORTFOLIO 1,CREECH_AFB,CREECH_AFB|DFAC,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|CREECH_AFB|DFAC|REQ-005,CREECH_AFB|CREECH_AFB|DFAC|2026-08|GPC,PORTFOLIO 1,CREECH_AFB,CREECH_AFB|DFAC,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EDWARDS_AFB|DFAC|REQ-001,EDWARDS_AFB|EDWARDS_AFB|DFAC|2026-08|1119,PORTFOLIO 1,EDWARDS_AFB,EDWARDS_AFB|DFAC,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EDWARDS_AFB|DFAC|REQ-003,EDWARDS_AFB|EDWARDS_AFB|DFAC|2026-08|SF1080,PORTFOLIO 1,EDWARDS_AFB,EDWARDS_AFB|DFAC,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EDWARDS_AFB|DFAC|REQ-004,EDWARDS_AFB|EDWARDS_AFB|DFAC|2026-08|SAIIT,PORTFOLIO 1,EDWARDS_AFB,EDWARDS_AFB|DFAC,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EDWARDS_AFB|DFAC|REQ-005,EDWARDS_AFB|EDWARDS_AFB|DFAC|2026-08|GPC,PORTFOLIO 1,EDWARDS_AFB,EDWARDS_AFB|DFAC,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EGLIN_AFB|LIGHTNING|REQ-001,EGLIN_AFB|EGLIN_AFB|LIGHTNING|2026-08|1119,PORTFOLIO 4,EGLIN_AFB,EGLIN_AFB|LIGHTNING,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EGLIN_AFB|LIGHTNING|REQ-003,EGLIN_AFB|EGLIN_AFB|LIGHTNING|2026-08|SF1080,PORTFOLIO 4,EGLIN_AFB,EGLIN_AFB|LIGHTNING,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EGLIN_AFB|LIGHTNING|REQ-004,EGLIN_AFB|EGLIN_AFB|LIGHTNING|2026-08|SAIIT,PORTFOLIO 4,EGLIN_AFB,EGLIN_AFB|LIGHTNING,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EGLIN_AFB|LIGHTNING|REQ-005,EGLIN_AFB|EGLIN_AFB|LIGHTNING|2026-08|GPC,PORTFOLIO 4,EGLIN_AFB,EGLIN_AFB|LIGHTNING,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EIELSON_AFB|DFAC|REQ-001,EIELSON_AFB|EIELSON_AFB|DFAC|2026-08|1119,PORTFOLIO 1,EIELSON_AFB,EIELSON_AFB|DFAC,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EIELSON_AFB|DFAC|REQ-003,EIELSON_AFB|EIELSON_AFB|DFAC|2026-08|SF1080,PORTFOLIO 1,EIELSON_AFB,EIELSON_AFB|DFAC,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EIELSON_AFB|DFAC|REQ-004,EIELSON_AFB|EIELSON_AFB|DFAC|2026-08|SAIIT,PORTFOLIO 1,EIELSON_AFB,EIELSON_AFB|DFAC,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|EIELSON_AFB|DFAC|REQ-005,EIELSON_AFB|EIELSON_AFB|DFAC|2026-08|GPC,PORTFOLIO 1,EIELSON_AFB,EIELSON_AFB|DFAC,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|FT_GREGG_ADAMS|SCHOOLHOUSE|REQ-001,FT_GREGG_ADAMS|FT_GREGG_ADAMS|SCHOOLHOUSE|2026-08|1119,PORTFOLIO 4,FT_GREGG_ADAMS,FT_GREGG_ADAMS|SCHOOLHOUSE,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|FT_GREGG_ADAMS|SCHOOLHOUSE|REQ-003,FT_GREGG_ADAMS|FT_GREGG_ADAMS|SCHOOLHOUSE|2026-08|SF1080,PORTFOLIO 4,FT_GREGG_ADAMS,FT_GREGG_ADAMS|SCHOOLHOUSE,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|FT_GREGG_ADAMS|SCHOOLHOUSE|REQ-004,FT_GREGG_ADAMS|FT_GREGG_ADAMS|SCHOOLHOUSE|2026-08|SAIIT,PORTFOLIO 4,FT_GREGG_ADAMS,FT_GREGG_ADAMS|SCHOOLHOUSE,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|FT_GREGG_ADAMS|SCHOOLHOUSE|REQ-005,FT_GREGG_ADAMS|FT_GREGG_ADAMS|SCHOOLHOUSE|2026-08|GPC,PORTFOLIO 4,FT_GREGG_ADAMS,FT_GREGG_ADAMS|SCHOOLHOUSE,,2026-08,REQ-005,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|FT_MEADE|SIX_HATS|REQ-001,FT_MEADE|FT_MEADE|SIX_HATS|2026-08|1119,PORTFOLIO 4,FT_MEADE,FT_MEADE|SIX_HATS,,2026-08,REQ-001,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|FT_MEADE|SIX_HATS|REQ-003,FT_MEADE|FT_MEADE|SIX_HATS|2026-08|SF1080,PORTFOLIO 4,FT_MEADE,FT_MEADE|SIX_HATS,,2026-08,REQ-003,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
2026-08|FT_MEADE|SIX_HATS|REQ-004,FT_MEADE|FT_MEADE|SIX_HATS|2026-08|SAIIT,PORTFOLIO 4,FT_MEADE,FT_MEADE|SIX_HATS,,2026-08,REQ-004,Facility,VERIFIED,True,2026-09-05,2026-09-08,2026-09-10,2026-09-10,True,,,,,,False,,,False,,False,,NOT_DUE,4,Facility,False
